"Nome.Carros","Quilometragem","Avaliação","Reviews","Certificado","preço.drop","preço"
"5933","2017 Ford Explorer Limited","40,324 mi.",4.5,"(681 reviews)","Used","$400 price drop","$27,973"
"5934","2017 Lexus GS 350 F Sport","82,163 mi.",3.8,"(570 reviews)","Used","$100 price drop","$31,966"
"5935","2015 Jeep Grand Cherokee Limited","61,023 mi.",4.7,"(865 reviews)","Used","$1,000 price drop","$21,992"
"5936","2021 Tesla Model Y Performance","83,638 mi.",4.6,"(800 reviews)","Used","$9,000 price drop","$76,442"
"5937","2021 Land Rover Range Rover P525 HSE Westminster","27,996 mi.",5,"(5 reviews)","Used","$1,654 price drop","$119,900"
"5938","2016 Honda Pilot Touring","12,813 mi.",4.5,"(272 reviews)","Used","$299 price drop","$26,995"
"5939","2019 BMW 430 Gran Coupe i xDrive","47,897 mi.",4.8,"(921 reviews)","Used","$400 price drop","$34,841"
"5940","2020 Ford Explorer ST","46,027 mi.",4.7,"(544 reviews)","Used","$500 price drop","$52,990"
"5941","2018 Mercedes-Benz G-Class G 550 4MATIC","22,116 mi.",4.4,"(3,076 reviews)","Used","$3,045 price drop","$106,995"
"5942","2020 RAM 1500 Laramie","24,427 mi.",4.1,"(8 reviews)","Used","$2,158 price drop","$50,998"
"5943","2019 Lincoln MKC Reserve","41,991 mi.",4.9,"(705 reviews)","Used","$1,576 price drop","$32,287"
"5944","2020 Mazda CX-5 Sport","43,469 mi.",4.9,"(9,504 reviews)","Used","$200 price drop","$26,992"
"5945","2019 Mercedes-Benz CLA 250 Base","14,489 mi.",2.4,"(47 reviews)","Used","$1,000 price drop","$30,888"
"5946","2008 Ford Escape XLT","22,048 mi.",4.7,"(30 reviews)","Used","$500 price drop","$4,995"
"5947","2019 Jeep Grand Cherokee Limited","21,066 mi.",4.2,"(488 reviews)","Used","$1,644 price drop","$39,495"
"5948","2019 Mercedes-Benz GLC 300 Base 4MATIC","32,428 mi.",4.6,"(406 reviews)","Used","$500 price drop","$39,997"
"5949","2021 Jeep Grand Cherokee Limited","38,000 mi.",4.5,"(60 reviews)","Used","$540 price drop","$44,990"
"5950","2017 BMW 330 i xDrive","16,722 mi.",4.5,"(854 reviews)","Used","$270 price drop","$26,500"
"5951","2020 Mercedes-Benz C-Class C 300","22,760 mi.",4.9,"(1,682 reviews)","Used","$500 price drop","$39,000"
"5952","2021 Honda Pilot Special Edition","19,678 mi.",4.8,"(322 reviews)","Used","$2,637 price drop","$43,299"
"5953","2018 Toyota Tundra Platinum","12,838 mi.",4.8,"(61 reviews)","Used","$2,001 price drop","$42,999"
"5954","2019 Honda Odyssey Elite","71,083 mi.",5,"(72 reviews)","Used","$278 price drop","$47,968"
"5955","2018 BMW 530 i xDrive","22,948 mi.",4.5,"(208 reviews)","Used","$700 price drop","$35,900"
"5956","2018 Ford Escape SE","37,656 mi.",4.3,"(1,249 reviews)","Used","$778 price drop","$19,997"
"5957","2019 Lincoln Nautilus Reserve","82,188 mi.",4.7,"(1,922 reviews)","Used","$500 price drop","$40,989"
"5958","2021 Jeep Wrangler Sport","41,235 mi.",5,"(1 review)","Used","$1,999 price drop","$36,916"
"5959","2022 Toyota Camry SE","13,673 mi.",4.4,"(942 reviews)","Used","$1,100 price drop","$34,991"
"5960","2020 Mazda CX-5 Grand Touring","21,822 mi.",4.9,"(9,504 reviews)","Used","$1,000 price drop","$29,291"
"5961","2020 Lincoln Aviator Reserve AWD","35,768 mi.",3.6,"(9 reviews)","Used","$2,000 price drop","$54,870"
"5962","2018 Chevrolet Camaro 2SS","54,809 mi.",4.1,"(421 reviews)","Used","$612 price drop","$44,898"
"5963","2017 Mercedes-Benz GLE 350 Base 4MATIC","18,596 mi.",4.8,"(2,063 reviews)","Used","$4,000 price drop","$36,495"
"5964","2015 Land Rover Range Rover Evoque Pure Plus","44,546 mi.",4,"(264 reviews)","Used","$500 price drop","$24,499"
"5965","2019 Subaru Ascent Limited 7-Passenger","62,371 mi.",3.9,"(15 reviews)","Used","$300 price drop","$36,799"
"5966","2017 Volkswagen Jetta 1.4T SE","22,926 mi.",4.7,"(2,189 reviews)","Used","$500 price drop","$17,955"
"5967","2019 Lexus IS 300 Base","61,106 mi.",4.7,"(4,658 reviews)","Used","$2,770 price drop","$36,500"
"5968","2019 Kia Sorento L","11,132 mi.",4.8,"(505 reviews)","Used","$200 price drop","$23,450"
"5969","2017 GMC Acadia Denali","55,074 mi.",3.4,"(127 reviews)","Used","$2,065 price drop","$29,381"
"5970","2019 GMC Terrain SLT","56,293 mi.",4.8,"(1,293 reviews)","Used","$561 price drop","$27,812"
"5971","2016 FIAT 500X Trekking","Mileage",4.7,"(1,452 reviews)","Used","$1,500 price drop","$14,445"
"5972","2021 Ford Transit-350 XLT","80,543 mi.",3.2,"(300 reviews)","Used","$2,668 price drop","$73,995"
"5973","2017 Toyota RAV4 LE","14,999 mi.",4.6,"(199 reviews)","Used","$1,024 price drop","$21,713"
"5974","2021 Hyundai Palisade Calligraphy","19,067 mi.",4.6,"(56 reviews)","Used","$589 price drop","$54,991"
"5975","2017 Ford Explorer Limited","40,324 mi.",4.5,"(681 reviews)","Used","$400 price drop","$27,973"
"5976","2017 Lexus GS 350 F Sport","82,163 mi.",3.8,"(570 reviews)","Used","$100 price drop","$31,966"
"5977","2015 Jeep Grand Cherokee Limited","61,023 mi.",4.7,"(865 reviews)","Used","$1,000 price drop","$21,992"
"5978","2021 Tesla Model Y Performance","83,638 mi.",4.6,"(800 reviews)","Used","$9,000 price drop","$76,442"
"5979","2021 Land Rover Range Rover P525 HSE Westminster","27,996 mi.",5,"(5 reviews)","Used","$1,654 price drop","$119,900"
"5980","2016 Honda Pilot Touring","12,813 mi.",4.5,"(272 reviews)","Used","$299 price drop","$26,995"
"5981","2019 BMW 430 Gran Coupe i xDrive","47,897 mi.",4.8,"(921 reviews)","Used","$400 price drop","$34,841"
"5982","2020 Ford Explorer ST","46,027 mi.",4.7,"(544 reviews)","Used","$500 price drop","$52,990"
"5983","2018 Mercedes-Benz G-Class G 550 4MATIC","22,116 mi.",4.4,"(3,076 reviews)","Used","$3,045 price drop","$106,995"
"5984","2020 RAM 1500 Laramie","24,427 mi.",4.1,"(8 reviews)","Used","$2,158 price drop","$50,998"
"5985","2019 Lincoln MKC Reserve","41,991 mi.",4.9,"(705 reviews)","Used","$1,576 price drop","$32,287"
"5986","2020 Mazda CX-5 Sport","43,469 mi.",4.9,"(9,504 reviews)","Used","$200 price drop","$26,992"
"5987","2019 Mercedes-Benz CLA 250 Base","14,489 mi.",2.4,"(47 reviews)","Used","$1,000 price drop","$30,888"
"5988","2008 Ford Escape XLT","22,048 mi.",4.7,"(30 reviews)","Used","$500 price drop","$4,995"
"5989","2019 Jeep Grand Cherokee Limited","21,066 mi.",4.2,"(488 reviews)","Used","$1,644 price drop","$39,495"
"5990","2019 Mercedes-Benz GLC 300 Base 4MATIC","32,428 mi.",4.6,"(406 reviews)","Used","$500 price drop","$39,997"
"5991","2021 Jeep Grand Cherokee Limited","38,000 mi.",4.5,"(60 reviews)","Used","$540 price drop","$44,990"
"5992","2017 BMW 330 i xDrive","16,722 mi.",4.5,"(854 reviews)","Used","$270 price drop","$26,500"
"5993","2020 Mercedes-Benz C-Class C 300","22,760 mi.",4.9,"(1,682 reviews)","Used","$500 price drop","$39,000"
"5994","2021 Honda Pilot Special Edition","19,678 mi.",4.8,"(322 reviews)","Used","$2,637 price drop","$43,299"
"5995","2018 Toyota Tundra Platinum","12,838 mi.",4.8,"(61 reviews)","Used","$2,001 price drop","$42,999"
"5996","2019 Honda Odyssey Elite","71,083 mi.",5,"(72 reviews)","Used","$278 price drop","$47,968"
"5997","2018 BMW 530 i xDrive","22,948 mi.",4.5,"(208 reviews)","Used","$700 price drop","$35,900"
"5998","2018 Ford Escape SE","37,656 mi.",4.3,"(1,249 reviews)","Used","$778 price drop","$19,997"
"5999","2019 Lincoln Nautilus Reserve","82,188 mi.",4.7,"(1,922 reviews)","Used","$500 price drop","$40,989"
"6000","2021 Jeep Wrangler Sport","41,235 mi.",5,"(1 review)","Used","$1,999 price drop","$36,916"
"6001","2022 Toyota Camry SE","13,673 mi.",4.4,"(942 reviews)","Used","$1,100 price drop","$34,991"
"6002","2020 Mazda CX-5 Grand Touring","21,822 mi.",4.9,"(9,504 reviews)","Used","$1,000 price drop","$29,291"
"6003","2020 Lincoln Aviator Reserve AWD","35,768 mi.",3.6,"(9 reviews)","Used","$2,000 price drop","$54,870"
"6004","2018 Chevrolet Camaro 2SS","54,809 mi.",4.1,"(421 reviews)","Used","$612 price drop","$44,898"
"6005","2017 Mercedes-Benz GLE 350 Base 4MATIC","18,596 mi.",4.8,"(2,063 reviews)","Used","$4,000 price drop","$36,495"
"6006","2015 Land Rover Range Rover Evoque Pure Plus","44,546 mi.",4,"(264 reviews)","Used","$500 price drop","$24,499"
"6007","2019 Subaru Ascent Limited 7-Passenger","62,371 mi.",3.9,"(15 reviews)","Used","$300 price drop","$36,799"
"6008","2017 Volkswagen Jetta 1.4T SE","22,926 mi.",4.7,"(2,189 reviews)","Used","$500 price drop","$17,955"
"6009","2019 Lexus IS 300 Base","61,106 mi.",4.7,"(4,658 reviews)","Used","$2,770 price drop","$36,500"
"6010","2019 Kia Sorento L","11,132 mi.",4.8,"(505 reviews)","Used","$200 price drop","$23,450"
"6011","2017 GMC Acadia Denali","55,074 mi.",3.4,"(127 reviews)","Used","$2,065 price drop","$29,381"
"6012","2019 GMC Terrain SLT","56,293 mi.",4.8,"(1,293 reviews)","Used","$561 price drop","$27,812"
"6013","2016 FIAT 500X Trekking","Mileage",4.7,"(1,452 reviews)","Used","$1,500 price drop","$14,445"
"6014","2021 Ford Transit-350 XLT","80,543 mi.",3.2,"(300 reviews)","Used","$2,668 price drop","$73,995"
"6015","2017 Toyota RAV4 LE","14,999 mi.",4.6,"(199 reviews)","Used","$1,024 price drop","$21,713"
"6016","2021 Hyundai Palisade Calligraphy","19,067 mi.",4.6,"(56 reviews)","Used","$589 price drop","$54,991"
"6017","2017 Ford Explorer Limited","40,324 mi.",4.5,"(681 reviews)","Used","$400 price drop","$27,973"
"6018","2017 Lexus GS 350 F Sport","82,163 mi.",3.8,"(570 reviews)","Used","$100 price drop","$31,966"
"6019","2015 Jeep Grand Cherokee Limited","61,023 mi.",4.7,"(865 reviews)","Used","$1,000 price drop","$21,992"
"6020","2021 Tesla Model Y Performance","83,638 mi.",4.6,"(800 reviews)","Used","$9,000 price drop","$76,442"
"6021","2021 Land Rover Range Rover P525 HSE Westminster","27,996 mi.",5,"(5 reviews)","Used","$1,654 price drop","$119,900"
"6022","2016 Honda Pilot Touring","12,813 mi.",4.5,"(272 reviews)","Used","$299 price drop","$26,995"
"6023","2019 BMW 430 Gran Coupe i xDrive","47,897 mi.",4.8,"(921 reviews)","Used","$400 price drop","$34,841"
"6024","2020 Ford Explorer ST","46,027 mi.",4.7,"(544 reviews)","Used","$500 price drop","$52,990"
"6025","2018 Mercedes-Benz G-Class G 550 4MATIC","22,116 mi.",4.4,"(3,076 reviews)","Used","$3,045 price drop","$106,995"
"6026","2020 RAM 1500 Laramie","24,427 mi.",4.1,"(8 reviews)","Used","$2,158 price drop","$50,998"
"6027","2019 Lincoln MKC Reserve","41,991 mi.",4.9,"(705 reviews)","Used","$1,576 price drop","$32,287"
"6028","2020 Mazda CX-5 Sport","43,469 mi.",4.9,"(9,504 reviews)","Used","$200 price drop","$26,992"
"6029","2019 Mercedes-Benz CLA 250 Base","14,489 mi.",2.4,"(47 reviews)","Used","$1,000 price drop","$30,888"
"6030","2008 Ford Escape XLT","22,048 mi.",4.7,"(30 reviews)","Used","$500 price drop","$4,995"
"6031","2019 Jeep Grand Cherokee Limited","21,066 mi.",4.2,"(488 reviews)","Used","$1,644 price drop","$39,495"
"6032","2019 Mercedes-Benz GLC 300 Base 4MATIC","32,428 mi.",4.6,"(406 reviews)","Used","$500 price drop","$39,997"
"6033","2021 Jeep Grand Cherokee Limited","38,000 mi.",4.5,"(60 reviews)","Used","$540 price drop","$44,990"
"6034","2017 BMW 330 i xDrive","16,722 mi.",4.5,"(854 reviews)","Used","$270 price drop","$26,500"
"6035","2020 Mercedes-Benz C-Class C 300","22,760 mi.",4.9,"(1,682 reviews)","Used","$500 price drop","$39,000"
"6036","2021 Honda Pilot Special Edition","19,678 mi.",4.8,"(322 reviews)","Used","$2,637 price drop","$43,299"
"6037","2018 Toyota Tundra Platinum","12,838 mi.",4.8,"(61 reviews)","Used","$2,001 price drop","$42,999"
"6038","2019 Honda Odyssey Elite","71,083 mi.",5,"(72 reviews)","Used","$278 price drop","$47,968"
"6039","2018 BMW 530 i xDrive","22,948 mi.",4.5,"(208 reviews)","Used","$700 price drop","$35,900"
"6040","2018 Ford Escape SE","37,656 mi.",4.3,"(1,249 reviews)","Used","$778 price drop","$19,997"
"6041","2019 Lincoln Nautilus Reserve","82,188 mi.",4.7,"(1,922 reviews)","Used","$500 price drop","$40,989"
"6042","2021 Jeep Wrangler Sport","41,235 mi.",5,"(1 review)","Used","$1,999 price drop","$36,916"
"6043","2022 Toyota Camry SE","13,673 mi.",4.4,"(942 reviews)","Used","$1,100 price drop","$34,991"
"6044","2020 Mazda CX-5 Grand Touring","21,822 mi.",4.9,"(9,504 reviews)","Used","$1,000 price drop","$29,291"
"6045","2020 Lincoln Aviator Reserve AWD","35,768 mi.",3.6,"(9 reviews)","Used","$2,000 price drop","$54,870"
"6046","2018 Chevrolet Camaro 2SS","54,809 mi.",4.1,"(421 reviews)","Used","$612 price drop","$44,898"
"6047","2017 Mercedes-Benz GLE 350 Base 4MATIC","18,596 mi.",4.8,"(2,063 reviews)","Used","$4,000 price drop","$36,495"
"6048","2015 Land Rover Range Rover Evoque Pure Plus","44,546 mi.",4,"(264 reviews)","Used","$500 price drop","$24,499"
"6049","2019 Subaru Ascent Limited 7-Passenger","62,371 mi.",3.9,"(15 reviews)","Used","$300 price drop","$36,799"
"6050","2017 Volkswagen Jetta 1.4T SE","22,926 mi.",4.7,"(2,189 reviews)","Used","$500 price drop","$17,955"
"6051","2019 Lexus IS 300 Base","61,106 mi.",4.7,"(4,658 reviews)","Used","$2,770 price drop","$36,500"
"6052","2019 Kia Sorento L","11,132 mi.",4.8,"(505 reviews)","Used","$200 price drop","$23,450"
"6053","2017 GMC Acadia Denali","55,074 mi.",3.4,"(127 reviews)","Used","$2,065 price drop","$29,381"
"6054","2019 GMC Terrain SLT","56,293 mi.",4.8,"(1,293 reviews)","Used","$561 price drop","$27,812"
"6055","2016 FIAT 500X Trekking","Mileage",4.7,"(1,452 reviews)","Used","$1,500 price drop","$14,445"
"6056","2021 Ford Transit-350 XLT","80,543 mi.",3.2,"(300 reviews)","Used","$2,668 price drop","$73,995"
"6057","2017 Toyota RAV4 LE","14,999 mi.",4.6,"(199 reviews)","Used","$1,024 price drop","$21,713"
"6058","2021 Hyundai Palisade Calligraphy","19,067 mi.",4.6,"(56 reviews)","Used","$589 price drop","$54,991"
"6059","2017 Ford Explorer Limited","40,324 mi.",4.5,"(681 reviews)","Used","$400 price drop","$27,973"
"6060","2017 Lexus GS 350 F Sport","82,163 mi.",3.8,"(570 reviews)","Used","$100 price drop","$31,966"
"6061","2015 Jeep Grand Cherokee Limited","61,023 mi.",4.7,"(865 reviews)","Used","$1,000 price drop","$21,992"
"6062","2021 Tesla Model Y Performance","83,638 mi.",4.6,"(800 reviews)","Used","$9,000 price drop","$76,442"
"6063","2021 Land Rover Range Rover P525 HSE Westminster","27,996 mi.",5,"(5 reviews)","Used","$1,654 price drop","$119,900"
"6064","2016 Honda Pilot Touring","12,813 mi.",4.5,"(272 reviews)","Used","$299 price drop","$26,995"
"6065","2019 BMW 430 Gran Coupe i xDrive","47,897 mi.",4.8,"(921 reviews)","Used","$400 price drop","$34,841"
"6066","2020 Ford Explorer ST","46,027 mi.",4.7,"(544 reviews)","Used","$500 price drop","$52,990"
"6067","2018 Mercedes-Benz G-Class G 550 4MATIC","22,116 mi.",4.4,"(3,076 reviews)","Used","$3,045 price drop","$106,995"
"6068","2020 RAM 1500 Laramie","24,427 mi.",4.1,"(8 reviews)","Used","$2,158 price drop","$50,998"
"6069","2019 Lincoln MKC Reserve","41,991 mi.",4.9,"(705 reviews)","Used","$1,576 price drop","$32,287"
"6070","2020 Mazda CX-5 Sport","43,469 mi.",4.9,"(9,504 reviews)","Used","$200 price drop","$26,992"
"6071","2019 Mercedes-Benz CLA 250 Base","14,489 mi.",2.4,"(47 reviews)","Used","$1,000 price drop","$30,888"
"6072","2008 Ford Escape XLT","22,048 mi.",4.7,"(30 reviews)","Used","$500 price drop","$4,995"
"6073","2019 Jeep Grand Cherokee Limited","21,066 mi.",4.2,"(488 reviews)","Used","$1,644 price drop","$39,495"
"6074","2019 Mercedes-Benz GLC 300 Base 4MATIC","32,428 mi.",4.6,"(406 reviews)","Used","$500 price drop","$39,997"
"6075","2021 Jeep Grand Cherokee Limited","38,000 mi.",4.5,"(60 reviews)","Used","$540 price drop","$44,990"
"6076","2017 BMW 330 i xDrive","16,722 mi.",4.5,"(854 reviews)","Used","$270 price drop","$26,500"
"6077","2020 Mercedes-Benz C-Class C 300","22,760 mi.",4.9,"(1,682 reviews)","Used","$500 price drop","$39,000"
"6078","2021 Honda Pilot Special Edition","19,678 mi.",4.8,"(322 reviews)","Used","$2,637 price drop","$43,299"
"6079","2018 Toyota Tundra Platinum","12,838 mi.",4.8,"(61 reviews)","Used","$2,001 price drop","$42,999"
"6080","2019 Honda Odyssey Elite","71,083 mi.",5,"(72 reviews)","Used","$278 price drop","$47,968"
"6081","2018 BMW 530 i xDrive","22,948 mi.",4.5,"(208 reviews)","Used","$700 price drop","$35,900"
"6082","2018 Ford Escape SE","37,656 mi.",4.3,"(1,249 reviews)","Used","$778 price drop","$19,997"
"6083","2019 Lincoln Nautilus Reserve","82,188 mi.",4.7,"(1,922 reviews)","Used","$500 price drop","$40,989"
"6084","2021 Jeep Wrangler Sport","41,235 mi.",5,"(1 review)","Used","$1,999 price drop","$36,916"
"6085","2022 Toyota Camry SE","13,673 mi.",4.4,"(942 reviews)","Used","$1,100 price drop","$34,991"
"6086","2020 Mazda CX-5 Grand Touring","21,822 mi.",4.9,"(9,504 reviews)","Used","$1,000 price drop","$29,291"
"6087","2020 Lincoln Aviator Reserve AWD","35,768 mi.",3.6,"(9 reviews)","Used","$2,000 price drop","$54,870"
"6088","2018 Chevrolet Camaro 2SS","54,809 mi.",4.1,"(421 reviews)","Used","$612 price drop","$44,898"
"6089","2017 Mercedes-Benz GLE 350 Base 4MATIC","18,596 mi.",4.8,"(2,063 reviews)","Used","$4,000 price drop","$36,495"
"6090","2015 Land Rover Range Rover Evoque Pure Plus","44,546 mi.",4,"(264 reviews)","Used","$500 price drop","$24,499"
"6091","2019 Subaru Ascent Limited 7-Passenger","62,371 mi.",3.9,"(15 reviews)","Used","$300 price drop","$36,799"
"6092","2017 Volkswagen Jetta 1.4T SE","22,926 mi.",4.7,"(2,189 reviews)","Used","$500 price drop","$17,955"
"6093","2019 Lexus IS 300 Base","61,106 mi.",4.7,"(4,658 reviews)","Used","$2,770 price drop","$36,500"
"6094","2019 Kia Sorento L","11,132 mi.",4.8,"(505 reviews)","Used","$200 price drop","$23,450"
"6095","2017 GMC Acadia Denali","55,074 mi.",3.4,"(127 reviews)","Used","$2,065 price drop","$29,381"
"6096","2019 GMC Terrain SLT","56,293 mi.",4.8,"(1,293 reviews)","Used","$561 price drop","$27,812"
"6097","2016 FIAT 500X Trekking","Mileage",4.7,"(1,452 reviews)","Used","$1,500 price drop","$14,445"
"6098","2021 Ford Transit-350 XLT","80,543 mi.",3.2,"(300 reviews)","Used","$2,668 price drop","$73,995"
"6099","2017 Toyota RAV4 LE","14,999 mi.",4.6,"(199 reviews)","Used","$1,024 price drop","$21,713"
"6100","2021 Hyundai Palisade Calligraphy","19,067 mi.",4.6,"(56 reviews)","Used","$589 price drop","$54,991"
"6101","2017 Ford Explorer Limited","40,324 mi.",4.5,"(681 reviews)","Used","$400 price drop","$27,973"
"6102","2017 Lexus GS 350 F Sport","82,163 mi.",3.8,"(570 reviews)","Used","$100 price drop","$31,966"
"6103","2015 Jeep Grand Cherokee Limited","61,023 mi.",4.7,"(865 reviews)","Used","$1,000 price drop","$21,992"
"6104","2021 Tesla Model Y Performance","83,638 mi.",4.6,"(800 reviews)","Used","$9,000 price drop","$76,442"
"6105","2021 Land Rover Range Rover P525 HSE Westminster","27,996 mi.",5,"(5 reviews)","Used","$1,654 price drop","$119,900"
"6106","2016 Honda Pilot Touring","12,813 mi.",4.5,"(272 reviews)","Used","$299 price drop","$26,995"
"6107","2019 BMW 430 Gran Coupe i xDrive","47,897 mi.",4.8,"(921 reviews)","Used","$400 price drop","$34,841"
"6108","2020 Ford Explorer ST","46,027 mi.",4.7,"(544 reviews)","Used","$500 price drop","$52,990"
"6109","2018 Mercedes-Benz G-Class G 550 4MATIC","22,116 mi.",4.4,"(3,076 reviews)","Used","$3,045 price drop","$106,995"
"6110","2020 RAM 1500 Laramie","24,427 mi.",4.1,"(8 reviews)","Used","$2,158 price drop","$50,998"
"6111","2019 Lincoln MKC Reserve","41,991 mi.",4.9,"(705 reviews)","Used","$1,576 price drop","$32,287"
"6112","2020 Mazda CX-5 Sport","43,469 mi.",4.9,"(9,504 reviews)","Used","$200 price drop","$26,992"
"6113","2019 Mercedes-Benz CLA 250 Base","14,489 mi.",2.4,"(47 reviews)","Used","$1,000 price drop","$30,888"
"6114","2008 Ford Escape XLT","22,048 mi.",4.7,"(30 reviews)","Used","$500 price drop","$4,995"
"6115","2019 Jeep Grand Cherokee Limited","21,066 mi.",4.2,"(488 reviews)","Used","$1,644 price drop","$39,495"
"6116","2019 Mercedes-Benz GLC 300 Base 4MATIC","32,428 mi.",4.6,"(406 reviews)","Used","$500 price drop","$39,997"
"6117","2021 Jeep Grand Cherokee Limited","38,000 mi.",4.5,"(60 reviews)","Used","$540 price drop","$44,990"
"6118","2017 BMW 330 i xDrive","16,722 mi.",4.5,"(854 reviews)","Used","$270 price drop","$26,500"
"6119","2020 Mercedes-Benz C-Class C 300","22,760 mi.",4.9,"(1,682 reviews)","Used","$500 price drop","$39,000"
"6120","2021 Honda Pilot Special Edition","19,678 mi.",4.8,"(322 reviews)","Used","$2,637 price drop","$43,299"
"6121","2018 Toyota Tundra Platinum","12,838 mi.",4.8,"(61 reviews)","Used","$2,001 price drop","$42,999"
"6122","2019 Honda Odyssey Elite","71,083 mi.",5,"(72 reviews)","Used","$278 price drop","$47,968"
